Date,Total Scheduled ,Total Absent,Open Time,AUX01 Paid Break,AUX01 Unpaid Lunch,Meeting-Unavail-Paid,Client ACD - Coaching,Absent,Unconfirmed LOA,MIA,Late-Tardy-Sign Off,Holiday-Float-Pd,On Loan to Program C,VZN Training Mod 2L,Personal Off Phon-Pd,Sick-Paid,MTO,No Call No Show-Unp,Sick-Unpaid,Leave-Personal-Unp,Training-SITEL-Pd,Excessive Time Off,Idle,V - Back Office Work,Borrowed A - Signon,OJT/Mentor-Paid,Borrowed B - Signon,CapOne - Virtual 2,SHIFT - V - Back Office Work,Month,DayOfWeek,IsWeekend
2023-03-19,1423.499999987,85.666666666,1155.166666657,84.5,198,4.0,19.0,8.0,0.0,0.366666667,1.8,15.833333332999999,26.833333333,0.0,0.0,4.25,43.333333333,15.833333332999999,51.416666666,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1
2023-03-20,3802.46666664,151.983333329,2524.883333318,228.0,515,172.75,53.0,0.0,38.666666666,2.216666667,8.33333333,23.833333333,57.916666666,8.5,3.783333333,27.233333333,78.383333334,15.333333332999999,55.583333333,8.0,22.0,4.1666666679999995,109.80000000300001,227.049999997,97.0,22.333333333,0.0,0.0,0.0,3,0,0
2023-03-21,4340.766666627,156.066666664,2293.5999999719998,262.25,585,133.5,62.25,23.833333333,56.666666666,4.933333333,7.0833333320000005,20.75,50.733333333000004,8.5,11.0,8.0,66.85,7.333333333,48.216666667,16.0,23.0,2.916666667,677.683333331,252.050000002,164.133333333,35.333333333,0.0,0.0,0.0,3,1,0
2023-03-22,4237.533333297,103.466666663,2115.633333311,257.75,587,137.25,63.5,16.0,38.666666666,4.416666665,5.149999999,17.0,33.799999999,0.0,0.883333334,9.5,66.716666667,0.0,26.083333333,16.0,0.0,3.0666666670000002,737.683333338,219.616666665,166.0,28.583333333,0.0,0.0,0.0,3,2,0
2023-03-23,3713.333333297,135.28333333,1772.6166666469999,224.5,545,82.25,48.75,15.833333332999999,47.666666666,2.6166666660000004,7.083333332,24.0,35.333333333,8.5,16.616666666,5.25,60.333333333,8.5,48.333333333,16.0,23.0,3.65,713.349999997,265.13333333,138.4,29.416666665999998,0.0,0.0,0.0,3,3,0
2023-03-24,3848.416666639,175.749999998,1909.766666659,229.25,553,90.75,41.0,16.0,39.833333333,2.9,8.516666665999999,23.333333333,43.083333333,8.5,8.0,3.85,49.333333333,23.833333333,69.933333332,16.0,1.0,3.6166666640000003,611.183333332,376.783333336,100.833333334,29.083333333,0.0,0.0,0.0,3,4,0
2023-03-25,2316.66666664,154.066666664,1106.916666656,137.25,335,11.5,12.5,39.666666666,23.333333333,3.1500000000000004,13.999999999,23.833333333,35.833333333,8.5,7.0,7.666666666999999,14.083333332999999,8.0,52.166666667,8.0,0.0,2.166666667,53.483333334,644.449999992,31.016666666,15.0,0.0,0.0,0.0,3,5,1
2023-03-26,1358.499999986,71.049999999,1075.499999991,81.25,189,13.0,15.5,15.333333332999999,7.333333333,1.5,2.05,24.0,19.0,0.0,0.083333333,7.666666666999999,50.833333333,0.0,37.166666667,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1
2023-03-27,3831.333333307,190.966666663,2522.399999985,224.25,497,20.0,54.5,32.5,36.116666666,2.0,13.099999997,32.5,32.333333333,8.5,1.5166666659999999,19.25,75.766666667,8.5,76.916666667,8.0,12.0,4.199999999,43.733333332,277.25,74.0,21.833333333,0.0,0.0,0.0,3,0,0
2023-03-28,4536.749999963,177.116666664,2247.133333311,270.25,587,182.0,68.0,40.0,43.099999999,2.3166666670000002,19.199999998,31.833333333,33.333333333,8.5,15.266666666999999,7.5,81.766666667,8.0,57.0,16.0,23.0,1.666666668,18.316666667,904.516666659,151.5,34.333333333,0.0,0.0,0.0,3,1,0
2023-03-29,4535.616666629,203.566666662,2270.349999982,270.0,586,138.583333333,57.0,32.0,41.549999999,7.75,10.316666664,60.583333333,22.466666666000002,0.0,7.0,20.683333333,75.866666667,16.0,75.26666666599999,16.0,0.0,2.416666665,127.05000000300001,813.950000005,162.5,33.833333333,0.0,0.0,0.0,3,2,0
2023-03-30,4166.349999965,181.783333331,1965.483333315,247.0,536,100.75,39.5,51.166666666,31.333333333,9.266666666,4.600000001,48.333333333,22.65,8.5,8.216666667,17.666666666,63.083333333,8.0,59.75,8.0,23.0,4.350000002,604.550000003,350.749999996,170.733333334,37.333333333,0.0,0.0,0.0,3,3,0
2023-03-31,4245.8333333069995,199.566666665,2019.783333322,250.5,554,110.0,35.5,48.5,36.95,5.283333333,11.733333333000001,64.833333333,18.25,8.5,8.0,14.683333333,55.833333333,16.5,59.383333332999996,8.0,2.0,3.766666668,363.800000002,643.233333333,98.900000001,36.333333333,0.0,0.0,0.0,3,4,0
2023-04-01,2325.499999975,142.066666665,1129.366666653,136.25,322,25.0,9.5,23.833333333,39.166666666,10.05,4.983333332,27.333333333,7.5,8.5,8.25,14.883333333,16.666666667,8.0,20.516666667,0.0,0.0,2.433333333,43.049999999,620.6666666579999,52.950000001,15.0,0.0,0.0,0.0,4,5,1
2023-04-02,1294.333333318,50.383333331,938.3166666559999,78.5,182,35.0,20.0,23.166666665999998,7.333333333,0.0,5.633333331999999,8.0,12.0,0.0,0.0,0.0,40.833333333,0.0,8.5,8.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1
2023-04-03,3620.916666641,132.916666664,2297.68333332,214.0,496,42.5,46.0,36.999999999,40.833333333,2.216666666,5.666666665,23.833333333,20.083333333,8.5,7.233333333,10.983333334,99.416666667,0.0,34.716666667,8.0,25.0,4.216666668,43.949999999,371.766666665,79.68333333300001,22.333333333,0.0,0.0,0.0,4,0,0
2023-04-04,4170.249999963,132.466666667,2071.883333311,250.75,544,153.0,53.5,0.0,48.333333333,0.9500000000000001,7.416666667,24.5,42.833333333,16.5,21.366666667,16.5,85.25,0.0,59.000000001000004,8.0,26.0,3.500000002,429.450000004,613.783333328,148.566666667,34.833333333,0.0,0.0,0.0,4,1,0
2023-04-05,4144.833333295,95.099999997,2037.999999976,254.0,551,175.933333333,63.0,15.833333332999999,23.833333333,1.666666667,7.983333331,32.5,49.833333333,8.0,15.516666666999999,14.733333333000001,84.5,8.0,23.05,8.0,0.0,3.000000001,648.133333334,406.033333335,152.5,34.833333333,0.0,0.0,0.0,4,2,0
2023-04-06,3826.9166666319998,75.03333332999999,1833.783333318,235.5,519,106.5,42.5,15.833333332999999,23.833333333,9.616666667,4.749999997,31.833333333,47.083333333,8.5,16.0,0.0,123.049999999,8.5,8.5,0.0,25.0,4.433333334,413.866666671,586.433333327,156.5,35.833333333,0.0,0.0,0.0,4,3,0
2023-04-07,4035.499999972,85.13333333,1964.56666666,246.0,563,83.5,31.5,41.333333333,25.0,0.266666666,6.283333331,24.5,58.833333333,16.5,18.683333334,7.0,38.716666666,0.0,0.5,8.0,25.0,2.833333333,666.433333334,396.033333335,87.316666665,36.333333333,0.0,0.0,0.0,4,4,0
2023-04-08,2242.93333331,120.416666662,1144.983333324,133.75,341,15.0,13.0,54.999999998999996,15.833333332999999,0.46666666700000003,6.133333331,15.333333332999999,38.5,8.5,8.0,3.083333333,97.833333333,0.0,32.333333333,0.0,0.0,2.166666668,133.416666665,406.483333334,32.183333333,15.0,0.0,0.0,0.0,4,5,1
2023-04-09,1340.5833333179999,77.616666665,1016.149999987,79.25,187,47.233333333,18.5,29.999999999,0.0,1.0833333330000001,0.5,8.0,17.833333333,8.0,0.0,6.3666666670000005,63.25,7.333333333,32.333333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1
2023-04-10,3790.333333307,139.749999998,2401.28333332,224.5,490,19.0,47.5,22.666666665999998,15.333333332999999,3.35,9.583333333,31.666666665999998,35.666666666,16.5,11.816666667,19.7,138.0,7.333333333,61.783333333,8.0,19.616666667,4.850000002,46.65,411.133333332,59.0,22.333333333,0.0,0.0,0.0,4,0,0
2023-04-11,4129.916666631,87.366666666,2073.649999983,250.966666667,539,147.766666667,61.0,7.333333333,18.216666666,4.316666667,4.05,55.999999998999996,49.749999998999996,16.5,11.116666667,18.816666666,102.866666667,8.5,26.133333333,8.0,22.0,2.699999999,568.683333342,476.500000003,144.333333333,34.833333333,0.0,0.0,0.0,4,1,0
2023-04-12,4101.866666632,157.883333332,2012.549999981,246.5,543,141.0,57.166666667,7.333333333,19.333333333,9.233333334000001,5.5833333320000005,64.499999999,47.549999999,8.0,16.65,27.583333334,62.033333333,15.333333332999999,73.483333333,16.0,0.0,2.083333333,394.583333328,634.066666661,147.5,25.983333333,0.0,0.0,0.0,4,2,0
2023-04-13,3856.749999965,95.016666666,1775.949999981,234.25,519,120.0,40.0,8.5,23.833333333,1.116666667,5.233333333,48.666666666,50.999999998999996,8.5,16.033333333999998,24.383333333,56.75,0.0,28.416666665999998,8.0,22.0,2.0,567.999999998,486.949999999,126.666666667,28.333333333,0.0,0.0,0.0,4,3,0
2023-04-14,4050.149999974,162.499999996,1996.099999995,242.0,556,116.0,32.333333333,33.5,33.5,11.75,8.866666664,65.666666666,69.499999999,16.5,16.866666666,17.966666666000002,81.05,15.333333332999999,31.65,16.0,22.0,4.6499999999999995,478.56666666899997,531.033333332,68.616666667,28.333333333,0.0,0.0,0.0,4,4,0
2023-04-15,2129.083333309,138.81666666499999,1050.849999986,124.0,335,7.0,9.0,56.666666666,32.333333333,0.0,8.983333333,24.333333333,10.0,8.5,0.0,2.316666667,51.0,0.0,23.166666665999998,8.0,0.0,4.433333335,54.650000001,538.249999993,28.349999999,15.0,0.0,0.0,0.0,4,5,1
2023-04-16,1147.749999986,66.933333334,904.88333332,68.0,161,0.0,4.0,8.5,0.0,8.0,5.766666667000001,16.5,12.083333332999999,8.0,0.0,2.833333333,5.75,8.5,25.116666666,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1
2023-04-17,3418.68333331,178.94999999499998,2304.333333319,201.25,449,30.0,52.283333333,16.5,23.833333333,0.849999999,6.999999998,31.166666666999998,43.166666666,16.5,5.15,33.149999999,37.5,0.0,92.116666667,33.0,0.0,4.916666667,19.499999999,336.666666666,87.916666667,14.333333332999999,0.0,0.0,0.0,4,0,0
2023-04-18,4240.816666629,152.299999996,2028.049999977,254.5,554,198.0,57.216666667,0.0,42.716666665999995,8.349999999,4.799999998,58.333333333,47.416666666,16.5,6.45,9.95,58.0,7.333333333,76.15,16.0,0.0,3.116666667,165.466666663,812.616666666,192.91666666700002,35.183333333,0.0,0.0,0.0,4,1,0
2023-04-19,4153.666666631,197.55,1988.533333314,247.75,555,119.0,59.0,15.333333332999999,42.333333333,7.116666668000001,5.833333333,66.333333333,49.999999998999996,8.0,5.516666667,10.166666667,50.833333333,24.5,81.333333333,24.0,0.0,2.266666669,465.133333334,586.349999999,120.933333332,34.333333333,0.0,0.0,0.0,4,2,0
2023-04-20,3774.333333299,142.616666661,1771.366666648,228.25,511,110.833333333,51.5,15.833333332999999,48.333333333,1.349999999,5.63333333,79.083333333,51.499999998999996,8.5,1.133333333,16.666666667,0.0,0.0,39.533333333,33.0,0.0,2.5666666670000002,629.066666663,465.049999998,71.966666666,37.333333333,0.0,0.0,0.0,4,3,0
2023-04-21,3994.999999973,144.366666667,1943.08333332,239.75,547,119.95,37.5,40.833333333,49.0,12.333333332999999,2.083333334,82.0,35.666666666,16.5,2.05,3.616666667,44.9,0.0,19.5,41.0,0.0,2.250000001,510.483333331,599.633333335,61.733333333,34.833333333,0.0,0.0,0.0,4,4,0
2023-04-22,2237.083333309,123.78333333399999,1092.349999986,133.75,327,4.0,12.0,23.166666665999998,48.333333333,0.716666667,3.400000001,46.0,39.5,8.5,0.0,0.0,40.5,15.833333332999999,16.0,25.0,0.0,3.516666667,44.3,613.116666659,27.7,23.0,0.0,0.0,0.0,4,5,1
2023-04-23,1179.916666653,42.033333331,849.783333323,71.75,166,2.0,12.0,15.333333332999999,8.5,0.5,1.866666665,7.333333333,17.333333333,8.0,1.05,0.0,7.0,7.333333333,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1
2023-04-24,3365.083333308,148.516666664,2240.083333313,198.75,442,83.0,49.0,24.333333333,23.833333333,0.783333332,8.583333333,17.0,38.999999998999996,16.5,7.550000000000001,9.55,39.816666667,8.0,73.43333333300001,32.333333333,0.0,3.250000001,23.316666667,281.766666666,109.5,22.333333333,0.0,0.0,0.0,4,0,0
2023-04-25,4099.749999964,132.816666665,1916.216666647,246.75,544,253.65,60.0,31.166666665999998,38.066666666,2.250000001,2.7,71.75,48.166666666,16.5,2.416666667,10.716666667,47.85,8.0,39.916666666,15.333333332999999,0.0,1.466666667,311.333333329,631.000000007,196.3,34.833333333,0.0,0.0,0.0,4,1,0
2023-04-26,4196.499999961,123.73333332899999,1953.3666666469999,254.75,548,243.683333333,59.5,15.833333332999999,45.116666666,2.566666666,12.449999998,75.0,39.166666666,8.0,4.683333333,2.416666667,57.25,0.0,45.35,23.333333333,0.0,2.5833333339999998,733.966666662,386.966666665,79.983333333,33.333333333,0.0,0.0,0.0,4,2,0
2023-04-27,3744.333333297,164.399999999,1639.8499999819999,223.5,499,159.433333333,42.0,15.833333332999999,40.666666666,3.866666666,3.116666667,59.0,27.083333333,8.5,12.516666666999999,9.95,5.833333333,0.0,61.95,48.833333333,0.0,3.449999998,647.666666668,464.999999999,69.350000001,37.333333333,0.0,0.0,0.0,4,3,0
2023-04-28,3920.783333307,175.616666663,1872.433333323,230.8,542,162.666666667,33.5,38.999999998999996,39.833333333,7.166666666999999,12.016666664,31.833333333,20.666666666,16.5,0.7,9.966666667,54.583333333,14.666666666,49.949999999,8.0,0.0,4.183333334,438.300000001,622.499999996,74.749999999,36.333333333,0.0,0.0,0.0,4,4,0
2023-04-29,2371.916666641,150.98333333,1170.266666656,139.25,343,48.25,15.0,23.833333333,30.666666665999998,2.683333333,2.966666666,33.0,26.416666667,8.5,0.0,2.816666667,35.75,8.0,15.833333332999999,34.0,0.0,1.0,81.349999998,620.249999991,26.650000002,15.0,0.0,0.0,0.0,4,5,1
2023-04-30,1083.88333332,77.599999998,853.283333324,63.5,155,14.0,13.0,14.666666666,8.5,3.25,1.533333332,66.0,9.95,8.0,0.0,4.0,11.833333332999999,0.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1
2023-05-01,3097.733333309,168.233333331,2020.26666665,183.0,435,112.0,44.5,23.833333333,32.333333333,1.700000001,5.649999998,41.5,33.933333333,16.5,0.0,11.966666667,49.249999998999996,8.5,25.249999999,8.0,0.0,5.016666668,25.216666666000002,273.766666667,117.5,22.333333333,0.0,0.0,0.0,5,0,0
2023-05-02,3705.999999968,159.099999997,1864.649999982,221.75,536,194.0,51.5,24.333333333,32.166666666,2.85,1.833333333,53.083333333,48.916666666,16.5,13.116666666,24.516666666,49.5,17.0,46.066666665,25.0,0.0,2.566666668,288.950000005,522.216666662,165.233333333,35.333333333,0.0,0.0,0.0,5,1,0
2023-05-03,3918.583333298,144.699999996,1793.733333317,235.0,538,272.3,56.0,23.833333333,50.033333333,7.5,4.866666664,57.083333333,28.333333333,0.0,0.883333334,8.4,41.15,0.0,49.55,25.0,0.0,3.583333333,402.249999993,628.683333331,79.466666668,33.5,0.0,0.0,0.0,5,2,0
2023-05-04,3546.9166666319998,140.416666662,1568.133333319,211.25,487,165.8,45.0,8.0,31.833333333,1.766666667,4.583333331,86.583333333,26.666666665999998,8.5,0.883333334,9.0,6.0,7.333333333,76.983333332,25.0,0.0,0.9166666670000001,570.333333331,420.700000002,69.3,36.833333333,0.0,0.0,0.0,5,3,0
2023-05-05,3821.66666664,153.933333333,1777.833333323,226.5,532,189.2,42.5,8.5,32.583333333,6.1,16.800000001,54.25,25.666666666,8.5,24.933333333,11.416666666000001,53.5,0.0,72.783333333,25.0,0.0,3.366666666,462.516666662,527.233333335,61.816666667,35.833333333,0.0,0.0,0.0,5,4,0
2023-05-06,2269.833333308,169.399999998,1030.19999999,130.0,333,10.5,14.5,63.166666666,22.666666665999998,6.15,1.700000001,33.0,10.0,8.5,16.216666667,8.8,53.5,15.333333332999999,51.583333331999995,17.0,0.0,2.100000001,77.166666666,583.733333327,24.333333334,15.0,0.0,0.0,0.0,5,5,1
2023-05-07,1094.416666654,55.2,855.1999999889999,66.0,152,38.0,11.0,0.0,8.5,2.4,1.416666667,28.75,14.333333332999999,0.0,0.183333333,6.816666667,12.25,8.0,23.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1
2023-05-08,3155.749999978,144.683333331,1975.7666666549999,186.25,425,133.583333333,52.5,23.833333333,32.333333333,4.733333331,8.416666666,44.583333333,25.833333333,8.5,0.333333334,23.233333334,50.75,15.333333332999999,36.8,8.0,0.0,2.783333335,24.883333334,286.549999999,103.3,22.333333333,0.0,0.0,0.0,5,0,0
2023-05-09,3868.6333333009998,153.499999999,1779.033333319,229.5,528,215.45,52.5,24.5,31.833333333,4.733333333,14.533333333,48.833333333,18.533333333,8.5,17.216666666,17.033333333,37.433333333,8.0,52.866666667000004,16.5,0.0,4.183333335,369.116666663,502.950000002,151.850000001,31.233333333,0.0,0.0,0.0,5,1,0
2023-05-10,3818.649999968,148.16666666700002,1765.816666646,229.75,526,155.75,56.5,16.5,40.333333333,5.216666666,12.283333334,60.333333333,20.35,0.0,13.333333333,13.966666667,21.75,0.0,43.7,25.0,0.0,4.400000001,402.183333335,635.883333335,67.18333333300001,27.833333333,0.0,0.0,0.0,5,2,0
2023-05-11,3515.1666666349997,143.083333331,1547.566666654,211.25,477,152.9,44.0,8.0,48.333333333,1.783333334,6.583333331,64.25,30.916666665999998,8.5,12.666666666000001,13.2,19.0,0.0,61.933333333,33.0,0.0,3.000000001,483.433333333,579.81666667,63.633333333,30.116666666,0.0,0.0,0.0,5,3,0
2023-05-12,3759.583333306,165.083333332,1682.616666655,226.25,523,204.816666666,32.0,31.166666665999998,33.75,4.499999999,11.183333334,66.0,65.583333333,8.5,8.7,8.0,40.55,7.333333333,50.25,33.0,0.0,1.816666667,285.583333342,748.299999997,62.199999999999996,29.333333333,0.0,0.0,0.0,5,4,0
2023-05-13,2163.58333331,99.49999999799999,1028.616666656,131.5,319,36.5,13.0,17.0,15.333333332999999,1.350000001,5.716666665,16.0,42.333333333,8.5,8.916666667,8.0,36.25,8.0,37.866666666,16.5,0.0,1.633333333,49.583333334,592.583333327,37.416666666,15.0,0.0,0.0,0.0,5,5,1
2023-05-14,993.0833333209999,90.983333332,773.6666666579999,57.5,141,38.0,12.0,8.0,17.0,0.7999999990000001,0.516666668,55.666666666,16.5,0.0,0.933333333,2.833333333,14.75,15.333333332999999,46.499999998999996,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1
2023-05-15,3186.5333333109998,166.799999999,2057.716666654,187.7,420,116.616666666,48.0,31.833333333,43.833333333,9.583333333,13.050000000999999,40.833333333,34.133333333,8.5,7.566666666000001,17.383333334,66.8,0.0,51.116666666,24.5,0.0,7.016666665,35.049999999,289.699999999,119.0,14.833333332999999,0.0,0.0,0.0,5,0,0
2023-05-16,3864.5833333,160.716666666,1769.76666665,230.75,515,249.966666667,59.0,0.0,40.833333333,5.6166666670000005,3.35,47.666666666,31.083333333,8.5,19.116666667,4.333333333000001,71.933333333,0.0,106.583333332,25.0,0.0,3.6000000009999997,477.450000001,463.349999998,145.466666668,21.333333333,0.0,0.0,0.0,5,1,0
2023-05-17,3786.549999967,178.283333333,1743.333333319,224.75,519,126.916666667,54.0,23.833333333,46.466666665999995,3.75,11.233333334000001,65.333333333,24.366666666,0.0,22.700000001,4.8,78.333333333,8.0,73.45,25.0,0.0,2.916666666,359.80000000399997,581.533333326,77.600000001,25.833333333,0.0,0.0,0.0,5,2,0
2023-05-18,3528.749999966,127.666666663,1611.183333321,212.5,475,135.1,39.5,0.0,52.333333333,7.049999998,6.383333331999999,63.666666666,13.416666666,8.5,0.883333334,12.75,57.333333333,8.0,41.15,33.0,0.0,3.933333333,562.399999991,490.500000003,65.033333331,29.333333333,0.0,0.0,0.0,5,3,0
2023-05-19,3774.91666664,207.616666664,1734.79999999,220.75,517,203.466666666,32.5,46.499999998999996,28.5,11.183333332,6.216666666,61.5,31.166666665999998,8.5,13.5,16.15,76.083333333,15.833333332999999,74.083333333,33.0,0.0,3.700000001,185.949999999,843.033333324,65.766666668,29.333333333,0.0,0.0,0.0,5,4,0
2023-05-20,2230.999999975,149.21666666299998,1004.099999989,131.0,319,47.933333334,10.5,46.499999998999996,31.833333333,6.683333333,12.833333332,32.5,18.833333333,8.5,8.133333333,3.5,23.583333333,0.0,33.333333333,16.5,0.0,3.3999999990000003,66.616666667,618.333333325,28.383333333,15.0,0.0,0.0,0.0,5,5,1
2023-05-21,1019.8333333209999,102.09999999899999,826.416666659,58.0,140,1.0,9.5,15.833333332999999,8.5,7.766666666999999,2.833333334,40.333333333,9.333333332999999,0.0,7.783333334,4.333333333000001,14.583333332999999,0.0,62.833333331999995,15.333333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1
2023-05-22,3002.016666645,127.533333331,2042.933333327,178.5,415,28.183333334,45.0,31.333333333,40.833333333,5.1,4.983333333,31.833333333,40.483333333000004,8.5,12.75,5.5,53.0,15.333333332999999,24.45,31.833333333,0.0,5.866666665,37.216666667,274.199999999,77.649999999,14.333333332999999,0.0,0.0,0.0,5,0,0
2023-05-23,3712.349999967,172.416666663,1797.149999987,220.5,502,145.433333333,56.0,30.666666665999998,72.666666666,5.183333332,10.216666665,68.416666666,27.65,8.5,25.066666667,17.483333334,30.75,8.5,18.25,40.333333333,0.0,3.366666669,404.866666676,535.316666664,168.483333333,20.633333333,0.0,0.0,0.0,5,1,0
2023-05-24,3646.866666634,155.499999994,1767.499999985,218.5,506,74.75,57.5,22.666666665999998,57.999999998999996,4.483333331,12.683333333,76.916666666,35.716666666,0.0,14.333333334,10.0,33.75,15.833333332999999,31.833333333,40.333333333,0.0,2.650000001,679.433333343,383.666666664,86.916666667,26.016666666,0.0,0.0,0.0,5,2,0
2023-05-25,3479.349999968,144.533333331,1589.216666653,208.25,476,104.533333333,41.0,23.833333333,56.066666666,3.216666667,4.1166666649999994,40.833333333,38.249999998999996,8.5,8.566666667,20.516666667,38.75,0.0,36.783333333,48.333333333,0.0,4.499999999,566.983333336,484.433333336,79.216666665,29.166666667,0.0,0.0,0.0,5,3,0
2023-05-26,3651.5999999729997,213.06666666499999,1701.599999991,211.5,512,181.116666666,29.0,65.833333333,31.833333333,3.1,6.583333331,58.0,47.733333333000004,8.5,8.483333333,22.233333333,30.616666667,17.0,34.399999999,41.0,0.0,1.9166666659999998,670.483333333,342.883333331,74.36666667,27.833333333,0.0,0.0,0.0,5,4,0
2023-05-27,2043.749999979,176.533333329,1009.816666653,118.75,297,6.333333334,11.0,71.666666666,31.166666665999998,7.833333332,11.316666665,17.0,26.916666666,8.5,0.0,3.0,0.0,8.0,33.683333333,24.5,0.0,1.483333333,58.7,539.533333329,43.266666666,15.5,0.0,0.0,0.0,5,5,1
2023-05-28,1045.833333322,46.283333332,805.033333327,63.5,141,0.0,8.5,22.666666665999998,8.5,1.633333333,1.65,21.0,9.833333332999999,0.0,0.683333334,4.0,3.75,0.0,7.833333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1
2023-05-29,3005.216666644,205.916666664,1975.883333322,175.75,404,43.0,53.5,41.5,32.333333333,5.95,11.616666665,40.833333333,27.783333333,0.0,1.3166666679999999,21.766666666,12.483333333000001,17.0,61.949999997999996,24.5,0.0,1.916666667,65.633333331,275.849999999,109.4,22.166666667,0.0,0.0,0.0,5,0,0
2023-05-30,3551.1666666339997,166.199999997,1727.383333322,212.5,494,178.5,53.5,48.333333333,47.666666666,1.8666666680000001,8.18333333,23.833333333,30.333333333,0.0,8.333333332999999,0.0,29.833333333,16.5,39.4,33.0,0.0,2.416666665,224.449999996,701.133333332,106.350000005,26.333333333,0.0,0.0,0.0,5,1,0
2023-05-31,3731.583333297,150.449999999,1800.46666665,224.75,496,128.899999999,54.0,24.333333333,39.166666666,9.233333333000001,5.750000001,19.833333333,34.333333333,0.0,7.366666667,18.333333333,24.583333333,24.5,26.833333333,33.0,0.0,4.033333333,636.933333336,443.683333333,87.616666668,28.616666666,0.0,0.0,0.0,5,2,0
2023-06-01,3562.083333299,99.449999998,1770.866666652,216.5,483,79.966666667,42.0,8.0,56.166666666,1.65,9.799999999,8.5,29.249999999,0.0,8.366666666,0.0,29.75,8.0,15.333333332999999,41.0,0.0,3.949999999,721.100000002,314.166666666,88.783333334,29.25,0.0,0.0,0.0,6,3,0
2023-06-02,3778.666666639,158.23333333,1950.516666661,227.25,501,109.0,32.0,31.166666665999998,42.333333333,10.433333334,5.0833333309999995,8.0,65.499999999,0.0,10.233333333000001,8.316666666,27.25,8.0,39.883333332999996,33.0,0.0,5.933333334,485.833333333,534.266666668,74.649999999,28.833333333,0.0,0.0,0.0,6,4,0
2023-06-03,2148.266666642,176.249999997,1061.133333319,124.5,310,3.550000001,12.0,61.833333332,23.833333333,10.483333333000001,8.283333333,0.0,20.65,0.0,0.0,11.633333333,7.5,22.666666665999998,34.766666666999996,16.5,0.0,2.166666667,62.2,533.41666666,31.049999999999997,7.5,0.0,0.0,0.0,6,5,1
2023-06-04,1085.583333321,72.48333333,794.499999991,63.75,148,6.833333333000001,14.0,44.666666665,0.0,1.116666667,3.966666666,15.333333332999999,8.083333332999999,0.0,0.28333333299999997,6.9,32.966666666,0.0,15.833333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1
2023-06-05,2941.899999979,151.83333333,1964.04999999,175.75,396,55.5,41.0,8.0,33.583333333,4.183333333,17.783333332,8.5,46.599999999,0.0,0.516666666,23.783333333999998,48.616666667000004,0.0,54.666666666,8.0,0.0,7.05,43.683333334,271.249999999,74.75,22.15,0.0,0.0,0.0,6,0,0
2023-06-06,3548.749999969,186.233333328,1699.649999995,209.75,492,133.55,51.5,16.5,50.266666666,4.249999998,12.316666665,32.5,37.916666666,0.0,8.85,19.316666667,47.75,8.0,69.333333332,24.5,0.0,4.9,528.916666666,313.55,172.0,27.333333333,0.0,0.0,0.0,6,1,0
2023-06-07,3568.999999967,182.5,1763.66666665,210.75,487,71.166666667,45.5,23.833333333,30.666666665999998,5.216666667,11.5,47.833333333,36.166666666,0.0,15.916666666000001,21.000000001,34.083333333,8.5,78.35,24.5,0.0,3.8000000000000003,548.899999994,426.266666674,100.233333335,28.35,0.0,0.0,0.0,6,2,0
2023-06-08,3279.799999968,165.68333333,1551.849999988,195.0,446,84.45,42.5,31.166666665999998,55.849999999,9.416666666000001,9.133333332,40.5,26.116666666,0.0,14.433333334,28.016666667000003,14.5,0.0,28.35,24.5,0.0,3.083333333,157.266666667,797.59999999,74.0,29.833333333,0.0,0.0,0.0,6,3,0
2023-06-09,3470.833333306,207.216666662,1677.999999993,203.5,469,128.5,33.0,37.999999998999996,41.0,7.616666666,10.566666665,32.5,31.833333333,0.0,10.4,17.183333333,13.5,8.0,81.349999999,24.5,0.0,3.316666667,177.016666669,785.616666658,66.266666667,27.083333333,0.0,0.0,0.0,6,4,0
2023-06-10,2167.58333331,183.899999997,1016.333333322,124.5,308,25.833333333,8.5,61.166666665,40.333333333,8.949999999,11.250000001,32.333333333,19.916666666,0.0,0.0,0.0,14.5,8.0,32.333333333,16.5,0.0,2.183333335,80.166666667,562.4166666579999,35.833333333,7.5,0.0,0.0,0.0,6,5,1
